€Time(ms),Temperature(C),Humidity(% Relative),Pressure(hPa),Altitude(m),Ambient Light(0-255)   
17115000,12.21,90,1027.850391,-113,0
17130000,12.22,89.56445312,1027.894414,-113,0
17145000,12.21,89.82714844,1027.94125,-113,0
17160000,12.2,90.328125,1027.916211,-113,0
17175000,12.21,90.57519531,1027.91375,-113,0
17190000,12.22,90.59472656,1027.976836,-113,0
17205000,12.2,90.7578125,1027.897188,-113,0
17220000,12.21,90.63085938,1027.822891,-113,0
17235000,12.22,90.61425781,1027.839453,-113,0
17250000,12.2,90.70898438,1027.869727,-113,0
17265000,12.22,90.79882812,1027.894414,-113,0
17280000,12.22,90.61425781,1027.811953,-113,0
17295000,12.23,90.57714844,1027.828516,-113,0
17310000,12.23,90.30566406,1027.828516,-113,0
17325000,12.24,89.97949219,1027.826055,-113,0
17340000,12.25,89.45410156,1027.861992,-113,0
17355000,12.25,89.62988281,1027.861992,-113,0
17370000,12.22,90.03125,1027.811953,-113,0
17385000,12.24,90.42578125,1027.853555,-113,0
17400000,12.25,90.85351562,1027.916953,-113,0
17415000,12.23,91.10351563,1027.872578,-113,0
17430000,12.24,90.55273438,1027.963477,-113,0
17445000,12.25,89.3203125,1027.980039,-113,0
17460000,12.25,90.18359375,1027.916953,-113,0
17475000,12.23,89.56933594,1027.955,-113,0
17490000,12.25,89.94238281,1027.925078,-113,0
17505000,12.25,88.84375,1027.925078,-122,0
17520000,12.25,89.06542969,1027.999375,-113,0
17535000,12.26,89.54394531,1027.988437,-113,0
17550000,12.25,89.15527344,1027.925078,-113,0
17565000,12.23,89.70507812,1027.919414,-113,0
17580000,12.23,90.27636719,1027.993398,-113,0
17595000,12.24,90.69824219,1027.908516,-122,0
17610000,12.23,90.65722656,1027.955,-113,0
17625000,12.24,90.31933594,1027.935977,-113,0
17640000,12.25,90.22460938,1027.925078,-113,0
17655000,12.21,90.44921875,1027.91375,-113,0
17670000,12.23,90.19042969,1028.01,-113,0
17685000,12.21,90.7578125,1027.877852,-113,0
17700000,12.23,90.69628906,1027.9825,-122,0
17715000,12.25,90.24316406,1027.897578,-113,0
17730000,12.23,90.53125,1027.900039,-113,0
17745000,12.21,90.95214844,1027.932773,-113,0
17760000,12.23,90.93847656,1028.037422,-122,0
17775000,12.23,90.80078125,1027.938438,-113,0
17790000,12.25,90.41601563,1027.971875,-113,0
17805000,12.26,90.88476563,1028.043398,-113,0
17820000,12.24,90.89257812,1028.018398,-122,0
17835000,12.26,89.76757813,1027.933516,-113,0
17850000,12.25,89.46582031,1027.980039,-113,0
17865000,12.27,90.30371094,1028.005039,-122,0
17880000,12.26,90.42871094,1028.051562,-122,0
17895000,12.27,90.70214844,1028.0325,-122,0
17910000,12.28,89.859375,1028.021602,-122,0
17925000,12.27,89.54882812,1028.013164,-122,0
17940000,12.27,90.59570313,1028.005039,-122,0
17955000,12.26,90.77832031,1027.996602,-113,0
17970000,12.28,89.97558594,1028.049102,-122,0
17985000,12.28,90.8984375,1028.057187,-122,0
18000000,12.28,91.47167969,1028.112148,-122,0
18015000,12.28,91.4453125,1028.038164,-122,0
18030000,12.28,91.21191406,1028.038164,-122,0
18045000,12.29,90.94238281,1028.082227,-122,0
18060000,12.29,90.66992188,1028.082227,-122,0
18075000,12.28,91.19042969,1028.084688,-122,0
18090000,12.3,91.56347656,1028.172773,-122,0
18105000,12.3,91.37890625,1028.145273,-122,0
18120000,12.29,91.27050781,1028.156211,-122,0
18135000,12.31,90.97363281,1028.299258,-122,0
18150000,12.31,90.96582031,1028.335195,-122,0
18165000,12.33,91.41503906,1028.387344,-122,10
18180000,12.33,91.11328125,1028.277422,-122,13
18195000,12.33,90.4921875,1028.277422,-122,13
18210000,12.32,90.24902344,1028.269336,-122,14
18225000,12.32,90.50878906,1028.233398,-122,14
18240000,12.33,90.18066406,1028.194961,-122,6
18255000,12.33,90.73632812,1028.230898,-122,5
18270000,12.32,90.51855469,1028.150977,-122,5
18285000,12.33,90.98730469,1028.194961,-122,4
18300000,12.33,90.60839844,1028.140039,-122,1
18315000,12.34,90,1028.22,-122,6
18330000,12.33,89.26953125,1028.148477,-122,8
18345000,12.34,89.74609375,1028.211562,-122,10
18360000,12.34,89.42675781,1028.137578,-122,13
18375000,12.35,90.3984375,1028.145664,-122,10
18390000,12.33,90.66699219,1028.140039,-122,8
18405000,12.34,90.26074219,1028.156602,-122,8
18420000,12.35,90.21679688,1028.209102,-122,7
18435000,12.34,90.72949219,1028.165039,-122,28
18450000,12.34,90.58300781,1028.082578,-122,38
18465000,12.34,90.61035156,1028.156602,-122,47
18480000,12.35,90.16796875,1028.154102,-122,50
18495000,12.35,91.20507812,1028.145664,-122,50
18510000,12.36,91.39160156,1028.134766,-122,49
18525000,12.35,90.97460937,1028.154102,-122,49
18540000,12.36,90.68261719,1028.189727,-122,52
18555000,12.35,89.89550781,1028.181602,-122,54
18570000,12.35,89.20507813,1028.154102,-122,55
18585000,12.36,90.04296875,1028.170664,-122,54
18600000,12.36,89.62402344,1028.244687,-122,57
18615000,12.36,89.90722656,1028.170664,-122,56
18630000,12.38,91.46484375,1028.176367,-122,52
18645000,12.38,91.01757813,1028.140391,-122,50
18660000,12.38,90.50195312,1028.140391,-122,52
18675000,12.37,89.80078125,1028.123828,-122,36
18690000,12.39,89.8046875,1028.129492,-122,45
18705000,12.38,90.46386719,1028.148867,-122,36
18720000,12.39,90.68945313,1028.102031,-122,31
18735000,12.39,90.5625,1028.074531,-122,31
18750000,12.39,89.64160156,1028.082969,-122,34
18765000,12.39,89.05664062,1028.156953,-122,35
18780000,12.39,90.23242187,1027.99207,-113,38
18795000,12.38,90.9296875,1027.983945,-113,35
18810000,12.38,90.54101562,1027.983945,-122,35
18825000,12.39,91.05078125,1028.000508,-122,36
18840000,12.39,90.11621094,1028.047031,-122,36
18855000,12.4,90.234375,1028.063594,-122,35
18870000,12.39,91.60253906,1028.047031,-122,33
18885000,12.4,91.73144531,1028.099531,-122,46
18900000,12.42,91.31738281,1028.041758,-122,46
18915000,12.42,91.48242187,1028.096719,-122,45
18930000,12.42,90.90917969,1028.069258,-122,45
18945000,12.41,91.02441406,1028.080156,-122,49
18960000,12.41,91.25,1028.033633,-122,51
18975000,12.41,91.87109375,1028.033633,-122,46
18990000,12.42,91.16210938,1028.014297,-122,47
19005000,12.42,91.23046875,1028.077695,-122,43
19020000,12.43,91.125,1028.030859,-122,41
19035000,12.42,90.50097656,1028.077695,-122,64
19050000,12.43,91.31933594,1028.030859,-122,66
19065000,12.42,91.06445313,1028.022734,-122,65
19080000,12.44,91.37011719,1028.129883,-122,64
19095000,12.42,91.62890625,1028.069258,-122,64
19110000,12.43,91.81738281,1028.011797,-122,62
19125000,12.44,91.53515625,1028.129883,-122,59
19140000,12.44,91.78808594,1028.083359,-122,51
19155000,12.44,91.20507812,1028.000859,-122,49
19170000,12.43,90.4453125,1028.003359,-122,60
19185000,12.45,91.32421875,1028.118945,-122,51
19200000,12.44,91.68164063,1028.074883,-122,55
19215000,12.44,91.82714844,1028.019922,-122,47
19230000,12.44,91.671875,1028.047383,-122,54
19245000,12.44,90.85546875,1028.102383,-122,54
19260000,12.45,91.33398438,1028.063945,-122,50
19275000,12.44,90.9140625,1027.964961,-122,55
19290000,12.45,90.5078125,1028.118945,-122,57
19305000,12.44,91.39941406,1028.102383,-122,55
19320000,12.45,91.76171875,1027.954023,-113,55
19335000,12.44,92.04101563,1027.964961,-113,51
19350000,12.46,92.37597656,1027.979023,-113,53
19365000,12.46,91.53027344,1028.006523,-122,54
19380000,12.46,91.58886719,1028.034023,-122,54
19395000,12.46,91.44335937,1027.970586,-122,52
19410000,12.46,92.15234375,1028.061484,-122,52
19425000,12.45,92.171875,1027.989961,-122,52
19440000,12.46,92.20996094,1028.006523,-122,52
19455000,12.46,92.12304687,1028.006523,-122,50
19470000,12.47,92.40722656,1028.042109,-122,48
19485000,12.47,92.07617188,1028.124609,-122,49
19500000,12.46,91.87011719,1028.198945,-122,49
19515000,12.48,91.90136719,1028.113672,-122,47
19530000,12.48,91.42578125,1028.141172,-122,50
19545000,12.47,91.85351562,1028.15207,-122,50
19560000,12.48,92.32910156,1028.196094,-122,45
19575000,12.48,92.58203125,1028.141172,-122,45
19590000,12.48,92.50585938,1028.259531,-122,46
19605000,12.48,92.04980469,1028.259531,-122,47
19620000,12.48,92.24414062,1028.23207,-122,49
19635000,12.5,92.1875,1028.201758,-122,49
19650000,12.49,92.23632813,1028.166172,-122,50
19665000,12.48,92.36035156,1028.20457,-122,49
19680000,12.5,92.34277344,1028.284219,-122,46
19695000,12.48,92.78613281,1028.251094,-122,40
19710000,12.5,93.17089844,1028.457617,-122,37
19725000,12.51,92.54199219,1028.355781,-122,41
19740000,12.51,93.14453125,1028.254297,-122,40
19755000,12.54,93.04199219,1028.323008,-122,44
19770000,12.52,92.48339844,1028.399805,-122,45
19785000,12.54,92.60449219,1028.295508,-122,45
19800000,12.51,92.765625,1028.309219,-122,43
19815000,12.53,92.390625,1028.314883,-122,45
19830000,12.53,93.05175781,1028.333945,-122,43
19845000,12.54,93.35449219,1028.358945,-122,38
19860000,12.55,93.2890625,1028.375508,-122,36
19875000,12.56,93.11621094,1028.282109,-122,42
19890000,12.57,92.88574219,1028.408633,-122,42
19905000,12.56,93.02636719,1028.273672,-122,41
19920000,12.56,92.90039063,1028.246172,-122,40
19935000,12.57,92.54296875,1028.262734,-122,40
19950000,12.57,92.59179687,1028.290234,-122,40
19965000,12.57,92.65234375,1028.298672,-122,42
19980000,12.57,92.77832031,1028.243672,-122,39
19995000,12.58,92.953125,1028.334297,-122,40
20010000,12.58,92.87792969,1028.260234,-122,42
20025000,12.58,92.86816406,1028.315234,-122,43
20040000,12.59,92.2578125,1028.304297,-122,44
20055000,12.6,91.86914062,1028.339922,-122,44
20070000,12.59,92.45996094,1028.240898,-122,44
20085000,12.59,92.7421875,1028.213398,-122,39
20100000,12.59,92.59570312,1028.240898,-122,40
20115000,12.6,92.296875,1028.229922,-122,37
20130000,12.61,92.90136719,1028.301484,-122,35
20145000,12.61,92.64160156,1028.282461,-122,35
20160000,12.61,92.41796875,1028.227461,-122,31
20175000,12.61,92.22167969,1028.301484,-122,31
20190000,12.61,92.33789062,1028.301484,-122,28
20205000,12.62,92.94238281,1028.263086,-122,25
20220000,12.63,92.29394531,1028.252148,-122,39
20235000,12.61,92.50488281,1028.254961,-122,34
20250000,12.61,92.4765625,1028.145,-122,33
20265000,12.61,92.45703125,1028.1725,-122,27
20280000,12.62,92.72167969,1028.134062,-122,43
20295000,12.61,92.61230469,1028.1175,-122,39
20310000,12.62,92.58496094,1028.134062,-122,37
20325000,12.61,91.98828125,1028.136523,-122,39
20340000,12.63,91.60351563,1028.169648,-122,39
20355000,12.63,91.96289063,1028.169648,-122,43
20370000,12.61,91.39746094,1028.199961,-122,42
20385000,12.62,90.90332031,1028.134062,-122,42
20400000,12.62,92.06054688,1028.244023,-122,41
20415000,12.64,92.31542969,1028.241211,-122,40
20430000,12.64,92.48046875,1028.268711,-122,38
20445000,12.64,92.56835938,1028.268711,-122,37
20460000,12.65,92.91992188,1028.257773,-122,34
20475000,12.65,92.71582031,1028.202813,-122,35
20490000,12.64,92.35644531,1028.277148,-122,36
20505000,12.65,92.32910156,1028.266211,-122,33
20520000,12.65,92.11328125,1028.257773,-122,33
20535000,12.65,92.37792969,1028.238711,-122,32
20550000,12.66,92.66992187,1028.246875,-122,32
20565000,12.65,92.0859375,1028.376172,-122,33
20580000,12.65,91.12402344,1028.376172,-122,32
20595000,12.65,92.25195313,1028.348711,-122,31
20610000,12.65,92.33886719,1028.376172,-122,29
20625000,12.66,92.19335938,1028.282773,-122,28
20640000,12.66,92.01855469,1028.447734,-122,28
20655000,12.67,92.29492188,1028.326836,-122,27
20670000,12.67,92.43847656,1028.345898,-122,27
20685000,12.67,92.7109375,1028.290898,-122,25
20700000,12.67,91.68261719,1028.354336,-122,25
20715000,12.68,91.79882813,1028.362461,-122,25
20730000,12.68,91.40039062,1028.362461,-122,24
20745000,12.67,91.81835938,1028.326836,-122,23
20760000,12.67,91.95214844,1028.263398,-122,22
20775000,12.69,92.96777344,1028.351523,-122,20
20790000,12.68,92.89746094,1028.334961,-122,20
20805000,12.69,92.68554688,1028.296523,-122,19
20820000,12.7,92.63964844,1028.230625,-122,19
20835000,12.7,92.52246094,1028.294023,-122,19
20850000,12.7,92.39648437,1028.313086,-122,19
20865000,12.7,92.07519531,1028.349063,-122,19
20880000,12.7,91.33691406,1028.340586,-122,19
20895000,12.7,91.14257813,1028.294023,-122,20
20910000,12.71,91.84472656,1028.384648,-122,20
20925000,12.7,92.06640625,1028.239062,-122,20
20940000,12.7,91.86132813,1028.239062,-122,20
20955000,12.71,92.01953125,1028.247188,-122,20
20970000,12.7,92.74609375,1028.294023,-122,17
20985000,12.71,92.76757812,1028.302188,-122,20
21000000,12.73,93.27734375,1028.335273,-122,17
21015000,12.74,93.37695312,1028.360313,-122,14
21030000,12.75,93.32128906,1028.239375,-122,14
21045000,12.75,93.20410156,1028.313438,-122,13
21060000,12.75,93.31152344,1028.258437,-122,12
21075000,12.76,93.06835938,1028.330313,-122,11
21090000,12.75,93.38867188,1028.266875,-122,10
21105000,12.76,93.33105469,1028.247773,-122,8
21120000,12.75,93.35058594,1028.313438,-122,8
21135000,12.74,92.98828125,1028.250273,-122,9
21150000,12.76,92.81542969,1028.247773,-122,9
21165000,12.76,93.12695313,1028.330313,-122,9
21180000,12.75,92.48535156,1028.285937,-122,9
21195000,12.76,93.47851563,1028.310937,-122,7
21210000,12.77,93.16992188,1028.346875,-122,7
21225000,12.77,93.19921875,1028.3,-122,8
21240000,12.77,93.11132813,1028.374375,-122,7
21255000,12.78,93.33496094,1028.308438,-122,6
21270000,12.77,92.84960937,1028.355,-122,7
21285000,12.78,92.49902344,1028.363437,-122,7
21300000,12.78,92.07128906,1028.390937,-122,8
21315000,12.78,91.79199219,1028.426523,-122,10
21330000,12.77,91.99316406,1028.409961,-122,10
21345000,12.78,92.13964844,1028.445937,-122,10
21360000,12.78,92.27734375,1028.371563,-122,10
21375000,12.78,92.23632813,1028.418438,-122,10
21390000,12.77,92.47949219,1028.409961,-122,9
21405000,12.78,92.18847656,1028.418438,-122,9
21420000,12.78,92.03222656,1028.445937,-122,9
21435000,12.78,92.2265625,1028.390937,-122,10
21450000,12.78,92.68359375,1028.473437,-122,8
21465000,12.77,93.15039063,1028.511875,-122,6
21480000,12.77,93.02441406,1028.465,-122,4
21495000,12.77,92.92675781,1028.429375,-122,4
21510000,12.78,93.1015625,1028.473437,-122,5
21525000,12.79,92.87304688,1028.5175,-122,6
21540000,12.78,92.55957031,1028.454023,-122,8
21555000,12.78,92.24609375,1028.418438,-122,8
21570000,12.77,92.92675781,1028.465,-122,5
21585000,12.79,93.05761719,1028.545,-122,5
21600000,12.8,93.56347656,1028.424023,-122,3
21615000,12.8,93.38085938,1028.404687,-122,4
21630000,12.8,93.37792969,1028.479062,-122,5
21645000,12.8,93.54589844,1028.432187,-122,5
21660000,12.81,93.28515625,1028.468086,-122,6
21675000,12.8,92.95019531,1028.369062,-122,8
21690000,12.8,92.8046875,1028.451562,-122,7
21705000,12.8,92.8046875,1028.424023,-122,6
21720000,12.8,92.50390625,1028.396562,-122,8
21735000,12.81,91.97265625,1028.495625,-122,8
21750000,12.8,91.90332031,1028.459688,-122,9
21765000,12.81,92.29394531,1028.495625,-122,8
21780000,12.81,92.95507813,1028.578125,-122,6
21795000,12.79,93.10644531,1028.608125,-122,6
21810000,12.8,92.46679688,1028.514648,-122,7
21825000,12.81,92.73144531,1028.550625,-122,8
21840000,12.81,93.33398437,1028.495625,-122,6
21855000,12.82,93.18847656,1028.484687,-122,5
21870000,12.82,93.19824219,1028.347148,-122,5
21885000,12.82,93.20019531,1028.465313,-122,6
21900000,12.82,93.14160156,1028.437773,-122,6
21915000,12.82,93.0546875,1028.465313,-122,6
21930000,12.82,92.32324219,1028.539687,-122,8
21945000,12.82,92.24511719,1028.484687,-122,7
21960000,12.82,92.37207031,1028.539687,-122,7
21975000,12.82,92.02148438,1028.567187,-122,7
21990000,12.82,91.73046875,1028.429688,-122,7
22005000,12.82,91.69140625,1028.484687,-122,6
22020000,12.83,91.65625,1028.50125,-122,6
22035000,12.82,92.00488281,1028.492812,-122,4
22050000,12.82,92.84765625,1028.484687,-122,0
22065000,12.82,92.92773437,1028.492812,-122,0
22080000,12.83,92.97851563,1028.47375,-122,0
22095000,12.82,93.0546875,1028.465313,-122,0
22110000,12.82,92.9765625,1028.382813,-122,0
22125000,12.83,93.0078125,1028.44625,-122,0
22140000,12.82,92.85058594,1028.465313,-122,0
22155000,12.83,92.74511719,1028.47375,-122,0
22170000,12.83,92.62890625,1028.47375,-122,0
22185000,12.83,92.22070312,1028.47375,-122,0
22200000,12.82,92.87011719,1028.492812,-122,0
22215000,12.83,92.78417969,1028.55625,-122,0
22230000,12.82,92.96679687,1028.547813,-122,0
22245000,12.82,93.12011719,1028.567187,-122,0
22260000,12.82,93.11230469,1028.492812,-122,0
22275000,12.82,92.72363281,1028.520312,-122,0
22290000,12.83,92.27929687,1028.55625,-122,0
22305000,12.83,92.10351562,1028.536875,-122,0
22320000,12.84,92.79394531,1028.517813,-122,0
22335000,12.83,92.39550781,1028.50125,-122,0
22350000,12.83,93.32910156,1028.44625,-122,0
22365000,12.85,93.23339844,1028.534375,-122,0
22380000,12.83,93.02734375,1028.509375,-122,0
22395000,12.84,92.74511719,1028.627812,-122,0
22410000,12.83,93.18261719,1028.564375,-122,0
22425000,12.83,93.35839844,1028.619375,-122,0
22440000,12.84,92.72851562,1028.525898,-122,0
22455000,12.83,91.74414063,1028.536875,-122,0
22470000,12.83,91.87011719,1028.564375,-122,0
22485000,12.82,92.34472656,1028.575313,-122,0
22500000,12.83,92.70703125,1028.564375,-122,0
22515000,12.83,92.71679688,1028.536875,-122,0
22530000,12.85,92.42675781,1028.589375,-122,0
22545000,12.83,91.88964844,1028.536875,-122,0
22560000,12.84,92.17382813,1028.553438,-122,0
22575000,12.84,91.92871094,1028.545312,-122,0
22590000,12.83,92.33691406,1028.509375,-122,0
22605000,12.85,92.86425781,1028.534375,-122,0
22620000,12.85,93.14648438,1028.534375,-122,0
22635000,12.84,92.85253906,1028.600313,-122,0
22650000,12.84,93.01953125,1028.553438,-122,0
22665000,12.85,92.1640625,1028.506875,-122,0
22680000,12.84,92.15429688,1028.608437,-122,0
22695000,12.85,92.42675781,1028.5425,-122,0
22710000,12.84,92.25,1028.462812,-122,0
22725000,12.85,92.203125,1028.479336,-122,0
22740000,12.84,92.91308594,1028.525898,-122,0
22755000,12.86,93.43261719,1028.504062,-122,0
22770000,12.86,93.42089844,1028.523438,-122,0
22785000,12.86,93.16015625,1028.559063,-122,0
22800000,12.87,93.2578125,1028.520625,-122,0
22815000,12.86,92.59472656,1028.605938,-122,0
22830000,12.86,92.87597656,1028.495938,-122,0
22845000,12.84,93.31152344,1028.470938,-122,0
22860000,12.87,93.55859375,1028.520625,-122,0
22875000,12.88,93.49316406,1028.529063,-122,0
22890000,12.86,92.71289062,1028.449023,-122,0
22905000,12.88,92.64941406,1028.537148,-122,0
22920000,12.88,92.8515625,1028.364023,-122,0
22935000,12.88,92.38476563,1028.529063,-122,0
22950000,12.86,92.40234375,1028.504062,-122,0
22965000,12.86,92.19824219,1028.531562,-122,1
22980000,12.88,92.34765625,1028.482188,-122,0
22995000,12.88,92.67675781,1028.474023,-122,0
23010000,12.87,92.40234375,1028.520625,-122,0
23025000,12.88,92.45507812,1028.537148,-122,0
23040000,12.88,92.375,1028.501563,-122,0
23055000,12.89,93.09667969,1028.573125,-122,0
23070000,12.88,92.90234375,1028.592187,-122,0
23085000,12.87,92.84960937,1028.548125,-122,0
23100000,12.89,92.93164063,1028.58125,-122,0
23115000,12.88,92.90234375,1028.454688,-122,0
23130000,12.88,92.77539063,1028.592187,-122,1
23145000,12.88,92.29980469,1028.619687,-122,2
23160000,12.88,92.9609375,1028.592187,-122,0
23175000,12.88,91.95898438,1028.537148,-122,1
23190000,12.88,91.56054687,1028.592187,-122,1
23205000,12.88,91.88867187,1028.611563,-122,2
23220000,12.88,92.32617188,1028.556562,-122,1
23235000,12.89,92.34765625,1028.545625,-122,1
23250000,12.89,92.0078125,1028.518125,-122,1
23265000,12.88,91.421875,1028.501563,-122,1
23280000,12.87,91.77050781,1028.5125,-122,0
23295000,12.88,91.71386719,1028.529063,-122,0
23310000,12.88,90.828125,1028.474023,-122,0
23325000,12.88,91.62597656,1028.584102,-122,0
23340000,12.89,92.02734375,1028.600625,-122,0
23355000,12.89,92.26074219,1028.60875,-122,0
23370000,12.88,93.00976563,1028.592187,-122,0
23385000,12.89,93.13574219,1028.628164,-122,0
23400000,12.89,93.30078125,1028.655625,-122,0
23415000,12.89,93.19433594,1028.600625,-122,0
23430000,12.9,93.10839844,1028.562187,-122,0
23445000,12.89,93.17480469,1028.58125,-122,0
23460000,12.91,92.88769531,1028.60625,-122,0
23475000,12.92,93.14257812,1028.678164,-122,0
23490000,12.91,93.56738281,1028.642227,-122,0
23505000,12.92,93.28808594,1028.595664,-122,0
23520000,12.92,93.03515625,1028.650625,-122,0
23535000,12.92,93.30957031,1028.63125,-122,0
23550000,12.93,93.14453125,1028.612187,-122,0
23565000,12.92,93.21289063,1028.686289,-122,0
23580000,12.92,93.36621094,1028.568125,-122,0
23595000,12.92,93.43554687,1028.54875,-122,0
23610000,12.93,93.63085937,1028.565312,-122,0
23625000,12.93,93.51367187,1028.667227,-122,0
23640000,12.94,93.12695313,1028.57375,-122,0
23655000,12.93,93.55273437,1028.620312,-122,0
23670000,12.94,93.32128906,1028.62875,-122,0
23685000,12.93,93.05664063,1028.620312,-122,0
23700000,12.93,92.37597656,1028.529648,-122,0
23715000,12.94,92.45605469,1028.62875,-122,0
23730000,12.94,92.27148438,1028.636914,-122,0
23745000,12.93,91.88964844,1028.612187,-122,0
23760000,12.93,91.8125,1028.529648,-122,0
23775000,12.93,92.36621094,1028.565312,-122,0
23790000,12.94,92.08691406,1028.554375,-122,0
23805000,12.93,91.67578125,1028.529648,-122,0
23820000,12.93,91.41308594,1028.529648,-122,0
23835000,12.94,91.83398437,1028.54625,-122,0
23850000,12.93,92.19140625,1028.565312,-122,0
23865000,12.94,92.12597656,1028.691875,-122,0
23880000,12.94,92.98144531,1028.54625,-122,0
23895000,12.94,93.234375,1028.581875,-122,0
23910000,12.95,93.48925781,1028.590312,-122,0
23925000,12.95,92.68164063,1028.535312,-122,0
23940000,12.95,93.06152344,1028.625937,-122,0
23955000,12.95,92.63378906,1028.507773,-122,0
23970000,12.96,92.3046875,1028.496836,-122,0
23985000,12.95,92.44824219,1028.480273,-122,0
24000000,12.96,92.05175781,1028.634414,-122,0
24015000,12.95,91.65136719,1028.617812,-122,0
24030000,12.95,91.88476563,1028.562813,-122,0
24045000,12.95,91.82617188,1028.507773,-122,0
24060000,12.95,91.59277344,1028.598438,-122,0
24075000,12.95,91.98144531,1028.570937,-122,0
24090000,12.96,92.13964844,1028.524336,-122,0
24105000,12.95,91.81640625,1028.590312,-122,0
24120000,12.95,91.84570313,1028.488398,-122,0
24135000,12.96,91.75,1028.551875,-122,0
24150000,12.95,91.61230469,1028.488398,-122,0
24165000,12.95,91.50488281,1028.562813,-122,0
24180000,12.95,91.54394531,1028.562813,-122,0
24195000,12.95,91.3984375,1028.515898,-122,0
24210000,12.95,91.19335938,1028.460898,-122,0
24225000,12.95,90.98925781,1028.480273,-122,0
24240000,12.96,91.18652344,1028.524336,-122,0
24255000,12.96,91.68261719,1028.504961,-122,0
24270000,12.96,92.19824219,1028.504961,-122,0
24285000,12.96,91.91601563,1028.606875,-122,0
24300000,12.96,92.40234375,1028.504961,-122,0
24315000,12.96,92.8203125,1028.587461,-122,0
24330000,12.97,92.50195313,1028.595938,-122,0
24345000,12.97,92.56933594,1028.549023,-122,0
24360000,12.97,92.90039063,1028.549023,-122,0
24375000,12.97,92.64746094,1028.623437,-122,0
24390000,12.97,92.375,1028.631562,-122,0
24405000,12.97,91.95703125,1028.623437,-122,0
24420000,12.98,92.42578125,1028.53,-122,0
24435000,12.97,92.19042969,1028.521523,-122,0
24450000,12.98,92.13378906,1028.510586,-122,0
24465000,12.98,92.61035156,1028.538086,-122,0
24480000,12.98,92.484375,1028.474961,-122,0
24495000,12.97,91.9375,1028.494023,-122,0
24510000,12.99,92.4765625,1028.519023,-122,0
24525000,12.98,92.39648437,1028.538086,-122,0
24540000,12.97,92.15136719,1028.466484,-122,0
24555000,12.98,91.69628906,1028.474961,-122,0
24570000,12.98,91.31738281,1028.53,-122,0
24585000,12.99,91.58203125,1028.491523,-122,0
24600000,12.98,91.84277344,1028.538086,-122,0
24615000,12.98,91.82324219,1028.593125,-122,0
24630000,12.98,91.73535156,1028.6125,-122,0
24645000,12.99,91.95117187,1028.519023,-122,0
24660000,12.98,92.70800781,1028.455547,-122,0
24675000,13,92.87792969,1028.480547,-122,0
24690000,12.99,92.49609375,1028.546523,-122,0
24705000,12.98,92.43554687,1028.510586,-122,0
24720000,12.98,91.85253906,1028.483047,-122,0
24735000,12.98,91.17089844,1028.474961,-122,0
24750000,12.99,91.43554688,1028.546523,-122,0
24765000,12.98,90.69433594,1028.483047,-122,0
24780000,12.98,90.29492188,1028.483047,-122,0
24795000,12.98,89.85742187,1028.53,-122,0
24810000,12.98,91.23925781,1028.502461,-122,0
24825000,12.98,91.78417969,1028.53,-122,0
24840000,12.98,92.28027344,1028.557461,-122,0
24855000,12.99,91.61132813,1028.546523,-122,0
24870000,12.98,91.03515625,1028.538086,-122,0
24885000,12.98,91.30761719,1028.53,-122,0
24900000,12.98,90.81152344,1028.483047,-122,0
24915000,13,90.81542969,1028.618125,-122,0
24930000,12.99,90.99804688,1028.491523,-122,0
24945000,12.98,90.92773438,1028.538086,-122,0
24960000,12.98,90.78222656,1028.538086,-122,0
24975000,12.99,90.3359375,1028.463984,-122,0
24990000,12.97,90.80859375,1028.521523,-122,0
25005000,12.98,90.54785156,1028.538086,-122,0
25020000,12.98,90.23730469,1028.538086,-122,0
25035000,12.98,90.78222656,1028.53,-122,0
25050000,12.99,91.86425781,1028.491523,-122,0
25065000,12.97,91.47070313,1028.458398,-122,0
25080000,12.97,91.13964844,1028.466484,-122,0
25095000,12.98,91.77441406,1028.538086,-122,0
25110000,12.98,92.21191406,1028.557461,-122,0
25125000,12.97,92.00585937,1028.485898,-122,0
25140000,12.98,92.23144531,1028.483047,-122,0
25155000,12.98,92.60058594,1028.474961,-122,0
25170000,12.98,91.76464844,1028.510586,-122,0
25185000,12.97,92.40429688,1028.494023,-122,0
25200000,12.98,92.57226562,1028.447422,-122,0
25215000,12.98,92.49414062,1028.502461,-122,0
25230000,12.98,92.18261719,1028.483047,-122,0
25245000,12.97,91.77246094,1028.494023,-122,0
25260000,12.98,92.70800781,1028.510586,-122,0
25275000,12.99,92.60351563,1028.574063,-122,0
25290000,12.99,92.52539063,1028.519023,-122,0
25305000,12.99,92.26269531,1028.519023,-122,0
25320000,12.98,92.54296875,1028.474961,-122,0
25335000,12.99,92.39941406,1028.546523,-122,0
25350000,12.98,91.890625,1028.510586,-122,0
25365000,12.99,91.6015625,1028.554648,-122,0
25380000,12.99,91.32910156,1028.554648,-122,0
25395000,12.99,91.26074219,1028.582148,-122,0
25410000,13,92.12890625,1028.535586,-122,0
25425000,12.99,92.45703125,1028.554648,-122,0
25440000,13,92.69335937,1028.563086,-122,0
25455000,13.01,93.03515625,1028.587773,-122,0
25470000,12.99,93.03125,1028.472148,-122,0
25485000,13,93.30566406,1028.571211,-122,0
25500000,13.02,93.19335938,1028.541211,-122,0
