€Time(ms),Temperature(C),Humidity(% Relative),Pressure(hPa),Altitude(m),Ambient Light(0-255)   
51585000,12.19,91.69726562,1030.106133,-138,0
51600000,12.19,91.59863281,1030.015234,-138,0
51615000,12.19,91.51074219,1029.905352,-130,0
51630000,12.13,91.41015625,1030.190391,-138,0
51645000,12.12,91.58496094,1030.072383,-138,0
51660000,12.18,91.71484375,1030.108555,-138,0
51675000,12.19,91.734375,1030.070195,-138,0
51690000,12.19,91.58105469,1030.078672,-138,0
51705000,12.26,91.79785156,1030.03,-138,0
51720000,12.2,91.46679688,1030.040312,-138,0
51735000,12.2,91.63964844,1030.031875,-138,0
51750000,12.17,91.50683594,1030.174375,-138,0
51765000,12.19,91.60839844,1030.070195,-138,0
51780000,12.17,91.74902344,1030.091953,-138,0
51795000,12.2,91.95019531,1030.196719,-138,0
51810000,12.18,91.59863281,1030.199453,-138,0
51825000,12.18,91.68554688,1030.226914,-138,0
51840000,12.19,91.90136719,1030.161094,-138,0
51855000,12.24,91.87304687,1030.189141,-138,0
51870000,12.22,91.76953125,1030.12,-138,0
51885000,12.21,92.02246094,1030.111875,-138,0
51900000,12.22,92.05175781,1030.174961,-138,0
51915000,12.22,91.91796875,1030.155938,-138,0
51930000,12.27,92.04296875,1030.148359,-138,0
51945000,12.26,91.85644531,1030.167383,-138,0
51960000,12.23,91.72363281,1030.136602,-138,0
51975000,12.23,91.78417969,1030.153203,-138,0
51990000,12.26,91.79785156,1030.03,-138,0
52005000,12.32,91.62890625,1030.110547,-138,0
52020000,12.31,91.75292969,1030.176406,-138,0
52035000,12.29,91.58300781,1030.088242,-138,0
52050000,12.28,91.60058594,1030.126602,-138,0
52065000,12.26,91.45800781,1030.104297,-138,0
52080000,12.26,91.44824219,1030.057461,-138,0
52095000,12.26,91.73925781,1030.131758,-138,0
52110000,12.24,91.50390625,1030.13418,-138,0
52125000,12.25,91.50683594,1030.123281,-138,0
52140000,12.25,91.5234375,1030.115195,-138,0
52155000,12.24,91.50390625,1030.051719,-138,0
52170000,12.25,91.53515625,1030.123281,-138,0
52185000,12.25,91.47558594,1030.142656,-138,0
52200000,12.23,91.40332031,1030.164102,-138,0
52215000,12.21,91.23535156,1030.139336,-138,0
52230000,12.21,91.34082031,1030.130859,-138,0
52245000,12.23,91.66503906,1030.109141,-138,0
52260000,12.24,91.68847656,1030.051719,-138,0
52275000,12.26,91.6328125,1030.076797,-138,0
52290000,12.26,91.60351563,1030.104297,-138,0
52305000,12.27,91.68554688,1030.046562,-138,0
52320000,12.27,91.703125,1030.120859,-138,0
52335000,12.25,91.42871094,1030.068359,-138,0
52350000,12.22,91.49023438,1030.018555,-138,0
52365000,12.2,91.35058594,1030.067773,-138,0
52380000,12.18,91.25878906,1030.116992,-138,0
52395000,12.2,91.4765625,1030.012852,-138,0
52410000,12.18,91.28710937,1030.089531,-138,0
52425000,12.19,91.40429687,1030.070195,-138,0
52440000,12.19,91.57910156,1030.070195,-138,0
52455000,12.18,91.42382812,1030.171953,-138,0
52470000,12.2,91.53222656,1030.086797,-138,0
52485000,12.2,91.44726563,1030.177695,-138,0
52500000,12.2,91.52246094,1030.141758,-138,0
52515000,12.25,91.59179688,1030.252578,-138,0
52530000,12.23,91.51171875,1030.53793,-138,0
52545000,12.25,91.75683594,1029.977773,-138,0
52560000,12.23,91.69433594,1030.136602,-138,0
52575000,12.23,91.65722656,1030.172539,-138,0
52590000,12.2,91.67089844,1030.095273,-138,0
52605000,12.19,91.38476562,1030.207578,-138,0
52620000,12.21,91.60253906,1030.158359,-138,0
52635000,12.19,91.62988281,1030.298477,-138,0
52650000,12.19,91.70507813,1030.097695,-138,0
52665000,12.22,91.68457031,1030.101016,-138,0
52680000,12.21,91.63378906,1030.194297,-138,0
52695000,12.21,91.74804688,1030.268242,-138,0
52710000,12.18,91.6953125,1030.171953,-138,0
52725000,12.19,91.79492187,1030.133594,-138,0
52740000,12.19,91.57910156,1030.152656,-138,0
52755000,12.17,91.74121094,1030.347695,-138,0
52770000,12.21,91.75,1030.276719,-138,0
52785000,12.18,91.50097656,1030.254375,-138,0
52800000,12.19,91.67773437,1030.216055,-138,0
52815000,12.16,91.74902344,1030.111289,-138,0
52830000,12.17,91.72265625,1030.182852,-138,0
52845000,12.17,91.69335937,1030.155391,-138,0
52860000,12.2,91.8359375,1030.122734,-138,0
52875000,12.17,91.68359375,1030.182852,-138,0
52890000,12.21,91.89355469,1030.130859,-138,0
52905000,12.22,91.73144531,1030.229922,-138,0
52920000,12.24,91.94140625,1030.189141,-138,0
52935000,12.28,91.74414063,1030.192461,-138,0
52950000,12.25,91.68164063,1030.150781,-138,0
52965000,12.3,91.63378906,1030.104844,-138,0
52980000,12.3,91.75,1030.214766,-138,0
52995000,12.28,91.72460938,1030.228086,-138,0
53010000,12.25,91.61132813,1030.307539,-138,0
53025000,12.26,91.58398438,1030.167383,-138,0
53040000,12.25,91.70117188,1030.178281,-138,0
53055000,12.23,91.5703125,1030.208164,-138,0
53070000,12.26,91.65234375,1030.222344,-138,0
53085000,12.29,91.62988281,1030.162227,-138,0
53100000,12.24,91.46582031,1030.216602,-138,0
53115000,12.22,91.48046875,1030.238398,-138,0
53130000,12.22,91.57519531,1030.1475,-138,0
53145000,12.19,91.23144531,1030.325938,-138,0
53160000,12.16,90.73925781,1030.240195,-138,0
53175000,12.17,91.04980469,1030.339219,-138,0
53190000,12.16,91.3125,1030.248672,-138,0
53205000,12.21,91.62207031,1030.295742,-138,0
53220000,12.26,91.61328125,1030.186758,-138,0
53235000,12.27,91.63671875,1030.156523,-138,0
53250000,12.27,91.52050781,1030.376328,-138,0
53265000,12.28,91.58886719,1030.118125,-138,0
53280000,12.26,91.46777344,1030.379062,-138,0
53295000,12.25,91.50683594,1030.150781,-138,0
53310000,12.21,91.44921875,1030.249219,-138,0
53325000,12.2,91.36914063,1030.232656,-138,0
53340000,12.25,91.61132813,1030.472422,-138,0
53355000,12.28,91.76367188,1030.310508,-138,0
53370000,12.29,91.56152344,1030.217187,-138,0
53385000,12.27,91.64648438,1030.348867,-138,0
53400000,12.27,91.78027344,1030.313242,-138,0
53415000,12.25,91.73925781,1030.370625,-138,0
53430000,12.23,91.578125,1030.356406,-138,0
53445000,12.21,91.46875,1030.194297,-138,0
53460000,12.21,91.50585938,1030.378164,-138,0
53475000,12.21,91.65136719,1030.268242,-138,0
53490000,12.2,91.65820312,1030.251641,-138,0
53505000,12.2,91.70898438,1030.315078,-138,0
53520000,12.18,91.75390625,1030.328359,-138,0
53535000,12.2,91.82324219,1030.361602,-138,0
53550000,12.18,91.375,1030.273438,-138,0
53565000,12.19,91.85253906,1030.325938,-138,0
53580000,12.17,91.86621094,1030.311758,-138,0
53595000,12.16,91.84667969,1030.303633,-138,0
53610000,12.15,91.76660156,1030.286992,-138,0
53625000,12.16,91.70996094,1030.350078,-138,0
53640000,12.16,91.89453125,1030.331094,-138,0
53655000,12.19,92.04492187,1030.3175,-138,0
53670000,12.18,91.87988281,1030.336836,-138,0
53685000,12.17,91.94335938,1030.284258,-138,0
53700000,12.17,91.97460938,1030.320234,-138,0
53715000,12.17,91.98242188,1030.311758,-138,0
53730000,12.16,91.78808594,1030.267656,-138,0
53745000,12.14,91.86132813,1030.325352,-138,0
53760000,12.13,91.87890625,1030.281289,-138,0
53775000,12.13,91.81054687,1030.336211,-138,0
53790000,12.12,91.91503906,1030.264688,-138,0
53805000,12.11,91.80664063,1030.330508,-138,0
53820000,12.13,92.00488281,1030.336211,-138,0
53835000,12.13,92.00292969,1030.300273,-138,0
53850000,12.12,91.95410156,1030.264688,-138,0
53865000,12.12,91.92480469,1030.37457,-138,0
53880000,12.12,91.89550781,1030.283672,-138,0
53895000,12.1,92.03710938,1030.231445,-138,0
53910000,12.09,91.96679687,1030.297305,-138,0
53925000,12.08,91.85839844,1030.299648,-138,0
53940000,12.1,91.91113281,1030.250469,-138,0
53955000,12.08,92.23632813,1030.244727,-138,0
53970000,12.07,91.90429688,1030.236563,-138,0
53985000,12.07,91.83691406,1030.291523,-138,0
54000000,12.08,92.08105469,1030.244727,-138,0
54015000,12.06,91.84375,1030.321406,-138,0
54030000,12.08,92.04296875,1030.272227,-138,0
54045000,12.07,92.20507812,1030.365508,-138,0
54060000,12.06,92.03808594,1030.348867,-138,0
54075000,12.07,91.90429688,1030.291523,-138,0
54090000,12.12,92.38085937,1030.366094,-138,0
54105000,12.13,92.27441406,1030.327773,-138,0
54120000,12.13,92.1015625,1030.363672,-138,0
54135000,12.14,92.2109375,1030.289414,-138,0
54150000,12.15,92.2421875,1030.341953,-138,0
54165000,12.16,92.14746094,1030.46,-138,0
54180000,12.16,91.94335938,1030.468437,-138,0
54195000,12.2,92.078125,1030.370039,-138,0
54210000,12.17,92.03320313,1030.402656,-138,0
54225000,12.17,92.05957031,1030.449141,-138,0
54240000,12.19,91.90136719,1030.408398,-138,0
54255000,12.13,91.62597656,1030.336211,-138,0
54270000,12.12,91.76953125,1030.338594,-138,0
54285000,12.1,91.91113281,1030.368828,-138,0
54300000,12.08,91.65429687,1030.299648,-138,0
54315000,12.08,91.82128906,1030.418008,-138,0
54330000,12.07,91.94335938,1030.319023,-138,0
54345000,12.09,92.10351562,1030.297305,-138,0
54360000,12.09,92.00585937,1030.398711,-138,0
54375000,12.06,91.85546875,1030.412305,-138,0
54390000,12.08,92.015625,1030.308125,-138,0
54405000,12.05,91.78417969,1030.414687,-138,0
54420000,12.09,92.24902344,1030.352227,-138,0
54435000,12.07,91.953125,1030.310547,-138,0
54450000,12.07,91.89453125,1030.42043,-138,0
54465000,12.1,92.07617188,1030.368828,-138,0
54480000,12.1,92.15332031,1030.30543,-138,0
54495000,12.07,92.13769531,1030.392969,-138,0
54510000,12.08,92.19824219,1030.519453,-138,0
54525000,12.1,92.18261719,1030.423789,-138,0
54540000,12.08,92.08398437,1030.418008,-138,0
54555000,12.09,92.13183594,1030.407188,-138,0
54570000,12.08,92.10351562,1030.363086,-138,0
54585000,12.08,91.94726562,1030.335625,-138,0
54600000,12.07,92.03027344,1030.346484,-138,0
54615000,12.06,92.11621094,1030.403828,-138,0
54630000,12.04,92.06542969,1030.406523,-138,0
54645000,12.05,92.07519531,1030.340742,-138,0
54660000,12.06,92.05761719,1030.376328,-138,0
54675000,12.06,92.01855469,1030.321406,-138,0
54690000,12.05,91.91992188,1030.332266,-138,0
54705000,12.05,91.91992188,1030.387227,-138,0
54720000,12.05,91.99707031,1030.332266,-138,0
54735000,12.04,91.93945313,1030.351602,-138,0
54750000,12.03,91.72070313,1030.362461,-138,0
54765000,12.04,91.84179688,1030.516445,-138,0
54780000,12.02,92.08789062,1030.337383,-138,0
54795000,12.03,92.0703125,1030.334961,-138,0
54810000,12.03,92.05078125,1030.389922,-138,0
54825000,12.01,91.93066406,1030.458125,-138,0
54840000,12.01,91.96875,1030.356719,-138,0
54855000,12.02,91.95214844,1030.200039,-138,0
54870000,12.01,92.02734375,1030.403203,-138,0
54885000,12.01,91.93066406,1030.650391,-138,0
54900000,12,91.95996094,1030.202734,-138,0
54915000,12,91.9765625,1030.27668,-138,0
54930000,12.02,92.09960938,1030.455703,-138,0
54945000,12.03,92.02148438,1030.417383,-138,0
54960000,12.03,92.11914063,1030.334961,-138,0
54975000,12.03,92.08984375,1030.408906,-138,0
54990000,12.01,91.94042969,1030.375703,-138,0
55005000,12.01,92.01757813,1030.403203,-138,0
55020000,12.02,92.10742187,1030.392305,-138,0
55035000,12.03,92.00292969,1030.54625,-138,0
55050000,12.04,92.05566406,1030.379062,-138,0
55065000,12.1,91.99804688,1030.588594,-138,0
55080000,12.07,91.89453125,1030.456367,-138,0
55095000,12.04,91.61816406,1030.488945,-138,0
55110000,12.02,92.04101563,1030.483203,-138,0
55125000,12.01,91.62011719,1030.548984,-138,0
55140000,12.01,91.83300781,1030.430625,-138,0
55155000,12.02,91.90527344,1030.40082,-138,0
55170000,12.02,91.95214844,1030.337383,-138,0
55185000,12.04,91.96777344,1030.406523,-138,0
55200000,12.01,92.03710938,1030.439102,-138,0
55215000,12,91.87988281,1030.496445,-138,0
55230000,12,91.94042969,1030.45,-138,0
55245000,12,91.85058594,1030.441523,-138,0
55260000,11.99,91.77050781,1030.397422,-138,0
55275000,11.98,91.78027344,1030.47168,-138,0
55290000,11.98,91.81933594,1030.389297,-138,0
55305000,12.02,91.75976563,1030.40082,-138,0
55320000,12.01,91.81347656,1030.375703,-138,0
55335000,11.99,91.62695313,1030.433398,-138,0
55350000,12.02,91.62207031,1030.392305,-138,0
55365000,12.04,91.66699219,1030.653789,-138,0
55380000,12.07,91.49707031,1030.777539,-138,0
55395000,12.05,91.4921875,1030.606992,-138,0
55410000,12.07,91.53515625,1030.447891,-138,0
55425000,12.05,91.4921875,1030.442148,-138,0
55440000,12.03,91.37207031,1030.54625,-138,0
55455000,12.02,91.41992187,1030.565625,-138,0
55470000,12.02,91.45898437,1030.538125,-138,0
55485000,12.01,91.42578125,1030.458125,-138,0
55500000,11.98,91.47949219,1030.416758,-138,0
55515000,12.01,91.59082031,1030.513047,-138,0
55530000,12,91.39648438,1030.559844,-138,0
55545000,11.99,91.54003906,1030.488281,-138,0
55560000,12,91.29980469,1030.477461,-138,0
55575000,11.99,91.51074219,1030.543242,-138,0
55590000,11.99,91.53027344,1030.543242,-138,0
55605000,11.99,91.41210938,1030.507305,-138,0
55620000,11.98,91.63476562,1030.361836,-138,0
55635000,11.97,91.54296875,1030.583945,-138,0
55650000,11.96,91.41699219,1030.548359,-138,0
55665000,11.92,91.4375,1030.509375,-138,0
55680000,11.92,91.48632813,1030.426992,-138,0
55695000,11.95,91.26953125,1030.449336,-138,0
55710000,11.93,91.26464844,1030.525977,-138,0
55725000,11.93,91.30175781,1030.490039,-138,0
55740000,11.93,91.38183594,1030.525977,-138,0
55755000,11.94,91.39355469,1030.542578,-138,0
55770000,11.92,91.29199219,1030.536836,-138,0
55785000,11.91,91.20214844,1030.437812,-138,0
55800000,11.9,91.30664062,1030.531055,-138,0
55815000,11.91,91.36523437,1030.566641,-138,0
55830000,11.94,91.34277344,1030.561562,-138,0
55845000,11.93,91.38183594,1030.525977,-138,0
55860000,11.9,91.31640625,1030.531055,-138,0
55875000,11.91,91.29785156,1030.539219,-138,0
55890000,11.89,91.17871094,1030.569375,-138,0
55905000,11.89,91.28515625,1030.624297,-138,0
55920000,11.88,91.3515625,1030.607695,-138,0
55935000,11.9,91.24902344,1030.668359,-138,0
55950000,11.91,91.34765625,1030.575117,-138,0
55965000,11.88,91.26367187,1030.580234,-138,0
55980000,11.89,91.29492188,1030.624297,-138,0
55995000,11.9,91.53027344,1030.605,-138,0
56010000,11.88,91.30273437,1030.635156,-138,0
56025000,11.86,91.2109375,1030.519531,-138,0
56040000,11.85,91.40332031,1030.530391,-138,0
56055000,11.85,91.16796875,1030.494453,-138,0
56070000,11.84,91.23632813,1030.541211,-138,0
56085000,11.88,91.21484375,1030.791445,-138,0
56100000,11.87,91.27929688,1030.527695,-138,0
56115000,11.85,91.12207031,1030.557852,-138,0
56130000,11.83,91.05859375,1030.55207,-138,0
56145000,11.83,91.28222656,1030.634453,-138,0
56160000,11.82,91.20214844,1030.645313,-138,0
56175000,11.82,91.40625,1030.590391,-138,0
56190000,11.86,91.59960937,1030.620938,-138,0
56205000,11.83,91.63183594,1030.57957,-138,0
56220000,11.83,91.30175781,1030.57957,-138,0
56235000,11.83,91.35058594,1030.744336,-138,0
56250000,11.83,91.48339844,1030.653438,-138,0
56265000,11.81,91.31640625,1030.628711,-138,0
56280000,11.81,91.44335937,1030.60125,-138,0
56295000,11.81,91.35546875,1030.647695,-138,0
56310000,11.81,91.31640625,1030.922305,-138,0
56325000,11.83,91.10546875,1031.03793,-146,0
56340000,11.82,91.125,1030.617852,-138,0
56355000,11.87,90.98730469,1030.719922,-138,0
56370000,11.9,91.09375,1030.668359,-138,0
56385000,11.86,90.84179688,1030.648359,-138,0
56400000,11.84,90.95410156,1030.587695,-138,0
56415000,11.83,91.20214844,1030.598555,-138,0
56430000,11.81,90.83203125,1030.620234,-138,0
56445000,11.82,90.84375,1030.562969,-138,0
56460000,11.81,90.83203125,1030.592773,-138,0
56475000,11.82,90.83398437,1030.590391,-138,0
56490000,11.82,90.81445312,1030.617852,-138,0
56505000,11.81,90.82226563,1030.683594,-138,0
56520000,11.82,90.90136719,1030.609375,-138,0
56535000,11.88,90.49707031,1030.662617,-138,0
56550000,11.84,90.53710938,1030.651094,-138,0
56565000,11.85,90.578125,1030.722617,-138,0
56580000,11.89,90.59667969,1030.541914,-138,0
56595000,11.86,90.55078125,1030.601953,-138,0
56610000,11.83,90.46679687,1030.55207,-138,0
56625000,11.83,90.47460938,1030.598555,-138,0
56640000,11.81,90.52148437,1030.683594,-138,0
56655000,11.81,90.48242187,1030.573789,-138,0
56670000,11.81,90.57910156,1030.628711,-138,0
56685000,11.8,90.67578125,1030.749414,-138,0
56700000,11.8,90.72460938,1030.584648,-138,0
56715000,11.81,90.62792969,1030.702578,-138,0
56730000,11.8,90.4140625,1030.639531,-138,0
56745000,11.81,90.54980469,1030.647695,-138,0
56760000,11.82,90.60058594,1030.645313,-138,0
56775000,11.81,90.62792969,1030.738555,-138,0
56790000,11.81,90.67578125,1030.656172,-138,0
56805000,11.8,90.57910156,1030.612109,-138,0
56820000,11.87,90.44433594,1031.214258,-146,0
56835000,11.84,90.29394531,1030.560234,-138,0
56850000,11.83,90.59082031,1030.543594,-138,0
56865000,11.82,90.39648438,1030.590391,-138,0
56880000,11.8,90.65429688,1030.713437,-138,0
56895000,11.81,90.60839844,1030.683594,-138,0
56910000,11.8,90.48242187,1030.694453,-138,0
56925000,11.8,90.39257813,1030.740898,-138,0
56940000,11.8,90.38476562,1030.694453,-138,0
56955000,11.78,90.43945313,1030.633789,-138,0
56970000,11.78,90.37890625,1030.680234,-138,0
56985000,11.77,90.328125,1030.699531,-138,0
57000000,11.75,90.23632813,1030.57543,-138,0
57015000,11.76,90.39355469,1030.756836,-138,0
57030000,11.76,90.34570312,1030.59207,-138,0
57045000,11.75,90.27539063,1030.602891,-138,0
57060000,11.75,90.34277344,1030.721211,-138,0
57075000,11.75,90.32421875,1030.685273,-138,0
57090000,11.74,90.44726562,1030.641211,-138,0
57105000,11.73,90.27148437,1030.632734,-138,0
57120000,11.74,90.42089844,1030.73207,-138,0
57135000,11.74,90.45019531,1030.677109,-138,0
57150000,11.73,90.42578125,1030.7975,-138,0
57165000,11.73,90.5234375,1030.687656,-138,0
57180000,11.72,90.47265625,1030.717813,-138,0
57195000,11.74,90.48828125,1030.73207,-138,0
57210000,11.75,90.5078125,1030.666289,-138,0
57225000,11.74,90.43847656,1030.833398,-138,0
57240000,11.72,90.37597656,1030.800156,-138,0
57255000,11.72,90.4453125,1030.725938,-138,0
57270000,11.77,90.30859375,1030.82832,-138,0
57285000,11.79,90.20605469,1030.77918,-138,0
57300000,11.83,90.00097656,1030.771758,-138,0
57315000,11.83,90.01074219,1030.634453,-138,0
57330000,11.81,90.03515625,1030.702578,-138,0
57345000,11.78,90.0703125,1030.743594,-138,0
57360000,11.76,90.22851562,1030.756836,-138,0
57375000,11.76,90.31835938,1030.600508,-138,0
57390000,11.74,90.24609375,1030.786953,-138,0
57405000,11.75,90.2265625,1030.795117,-138,0
57420000,11.79,90.26464844,1030.724297,-138,0
57435000,11.74,90.1953125,1030.778516,-138,0
57450000,11.72,90.1640625,1030.808281,-138,0
57465000,11.72,90.2109375,1030.772695,-138,0
57480000,11.72,90.2109375,1030.662891,-138,0
57495000,11.71,90.22070313,1030.764219,-138,0
57510000,11.71,90.28808594,1030.681875,-138,0
57525000,11.71,90.19140625,1030.646289,-138,0
57540000,11.7,90.19628906,1030.766953,-138,0
57555000,11.68,90.28222656,1030.631992,-138,0
57570000,11.67,90.24121094,1030.725195,-138,0
57585000,11.67,90.2890625,1030.642852,-138,0
57600000,11.68,90.26074219,1030.761133,-138,0
57615000,11.67,90.29882813,1030.771992,-138,0
57630000,11.66,90.23925781,1030.681133,-138,0
57645000,11.65,90.25585938,1030.88418,-138,0
57660000,11.65,90.17871094,1030.930898,-138,0
57675000,11.63,90.35839844,1030.988164,-138,0
57690000,11.65,90.33398438,1030.958359,-138,0
57705000,11.64,90.33886719,1031.161367,-146,0
57720000,11.61,90.28613281,1031.119648,-146,0
57735000,11.62,90.47265625,1031.100664,-146,0
57750000,11.6,90.54589844,1031.067383,-146,0
57765000,11.61,90.57714844,1031.138945,-146,0
57780000,11.6,90.62402344,1031.177187,-146,0
57795000,11.56,90.37304688,1031.110703,-146,0
57810000,11.56,90.31445313,1031.201211,-146,0
57825000,11.53,90.31738281,1031.041172,-146,0
57840000,11.54,90.30078125,1031.10457,-146,0
57855000,11.51,90.24609375,1031.090273,-146,0
57870000,11.51,90.19726563,1031.035391,-146,0
57885000,11.52,90.08300781,1031.09875,-146,0
57900000,11.49,90.00878906,1031.166797,-146,0
57915000,11.47,89.83007813,1031.180273,-146,0
57930000,11.45,89.60449219,1031.04543,-146,0
57945000,11.48,89.83203125,1031.279258,-146,0
57960000,11.43,89.56152344,1031.286562,-146,0
57975000,11.41,89.87695312,1031.225859,-146,0
57990000,11.44,90.27148437,1031.440469,-146,0
58005000,11.38,89.83007813,1031.250156,-146,0
58020000,11.41,89.86816406,1031.217734,-146,0
58035000,11.38,90.44335937,1031.148555,-146,0
58050000,11.38,90.28808594,1031.148555,-146,0
58065000,11.31,90.11816406,1031.114453,-146,0
58080000,11.35,90.1171875,1031.04375,-146,0
58095000,11.37,90.61523438,1031.351445,-146,0
58110000,11.38,90.61523438,1031.085508,-146,0
58125000,11.38,90.79199219,1031.148555,-146,0
58140000,11.39,90.74609375,1031.302383,-146,0
58155000,11.4,90.99804688,1031.338281,-146,0
58170000,11.38,91.30566406,1031.395508,-146,0
58185000,11.37,90.85742187,1031.370742,-146,0
58200000,11.37,91.34277344,1031.370742,-146,0
58215000,11.34,91.03515625,1031.24668,-146,0
58230000,11.31,90.79589844,1031.133711,-146,0
58245000,11.28,90.53808594,1031.22918,-146,0
58260000,11.28,90.55761719,1031.146836,-146,0
58275000,11.3,90.83300781,1031.226836,-146,0
58290000,11.28,91.09082031,1031.174297,-146,0
58305000,11.25,90.95996094,1031.151836,-146,0
58320000,11.23,90.81054688,1031.173438,-146,0
58335000,11.23,90.54882813,1031.200859,-146,0
58350000,11.23,91.11132812,1031.22832,-146,0
58365000,11.23,91.29296875,1031.329922,-146,0
58380000,11.21,91.29101563,1031.359648,-146,0
58395000,11.21,91.27148438,1031.304766,-146,0
58410000,11.21,91.09667969,1031.332227,-146,0
58425000,11.2,91.30761719,1031.397891,-146,0
58440000,11.2,91.53125,1031.397891,-146,0
58455000,11.19,91.57714844,1031.353828,-146,0
58470000,11.17,91.40820313,1031.293125,-146,0
58485000,11.16,91.32617187,1031.377734,-146,0
58500000,11.16,91.45214844,1031.295391,-146,0
58515000,11.16,91.51269531,1031.358789,-146,0
58530000,11.16,91.71386719,1031.240547,-146,0
58545000,11.15,91.83984375,1031.204961,-146,0
58560000,11.17,92.03808594,1031.147461,-146,0
58575000,11.15,92.33398438,1031.232383,-146,0
58590000,11.15,92.35351563,1031.177539,-146,0
58605000,11.15,92.45019531,1031.251328,-146,0
58620000,11.13,91.97070312,1031.281406,-146,0
58635000,11.12,92.26953125,1031.292227,-146,0
58650000,11.12,92.140625,1031.256289,-146,0
58665000,11.11,92.04394531,1031.275586,-146,0
58680000,11.11,92.26660156,1031.43168,-146,0
58695000,11.11,92.35449219,1031.193281,-146,0
58710000,11.11,92.60546875,1031.33043,-146,0
58725000,11.11,92.68359375,1031.357852,-146,0
58740000,11.09,92.33984375,1031.269727,-146,0
58755000,11.09,92.00097656,1031.26125,-146,0
58770000,11.09,91.97167969,1031.316094,-146,0
58785000,11.07,92.27929687,1031.209023,-146,0
58800000,11.07,92.41308594,1031.255391,-146,0
58815000,11.07,92.64746094,1031.236445,-146,0
58830000,11.06,92.68164063,1031.219805,-146,0
58845000,11.05,92.59277344,1031.167266,-146,0
58860000,11.06,92.64355469,1031.183906,-146,0
58875000,11.05,92.70117188,1031.340313,-146,0
58890000,11.05,92.72851562,1031.468945,-146,0
58905000,11.04,92.75488281,1031.23293,-146,0
58920000,11.05,92.90429687,1031.340313,-146,0
58935000,11.04,93.02636719,1031.213984,-146,0
58950000,11.04,92.96777344,1031.23293,-146,0
58965000,11.04,93.08398437,1031.287734,-146,0
58980000,11.07,93.21875,1031.263867,-146,0
58995000,11.06,93.24316406,1031.293594,-146,0
59010000,11.04,92.90039063,1031.213984,-146,0
59025000,11.03,92.98730469,1031.307031,-146,0
59040000,11.03,92.90820312,1031.298555,-146,0
59055000,11,92.99804688,1031.311992,-146,0
59070000,11,92.96875,1031.366797,-146,0
59085000,10.99,93.04394531,1031.396563,-146,0
59100000,10.99,93.02441406,1031.396563,-146,0
59115000,10.99,92.87988281,1031.286836,-146,0
59130000,10.98,92.87988281,1031.196406,-146,0
59145000,10.97,93.09082031,1031.316875,-146,0
59160000,10.96,93.09570313,1031.31918,-146,0
59175000,10.96,93.04003906,1031.327656,-146,0
59190000,10.96,92.89257813,1031.291758,-146,0
59205000,10.94,93.04492187,1031.321797,-146,0
59220000,10.93,93.07226563,1031.332617,-146,0
59235000,10.93,93.09863281,1031.324102,-146,0
59250000,10.92,93.13574219,1031.334883,-146,0
59265000,10.91,93.10644531,1031.299297,-146,0
59280000,10.91,93.00683594,1031.29082,-146,0
59295000,10.9,93.12304687,1031.282656,-146,0
59310000,10.9,93.14257812,1031.447187,-146,0
59325000,10.89,92.99511719,1031.375703,-146,0
59340000,10.89,93.00488281,1031.457969,-146,0
59355000,10.87,93.21386719,1031.443633,-146,0
59370000,10.88,93.109375,1031.359062,-146,0
59385000,10.89,93.64355469,1031.595078,-146,0
59400000,10.89,93.29492187,1031.394648,-146,0
59415000,10.89,93.29492187,1031.531758,-146,0
59430000,10.89,93.51757813,1031.430547,-146,0
59445000,10.89,93.52734375,1031.42207,-146,0
59460000,10.88,93.68945312,1031.413906,-146,0
59475000,10.85,93.32324219,1031.347344,-146,0
59490000,10.86,93.27636719,1031.363984,-146,0
59505000,10.85,93.34277344,1031.374727,-146,0
59520000,10.83,93.29882812,1031.423711,-146,0
59535000,10.82,93.23925781,1031.461914,-146,0
59550000,10.8,93.04296875,1031.456055,-146,0
59565000,10.79,93.06054687,1031.502383,-146,0
59580000,10.79,92.91308594,1031.521641,-146,0
59595000,10.79,92.93457031,1031.584648,-146,0
59610000,10.78,92.98046875,1031.477578,-146,0
59625000,10.77,92.67871094,1031.496484,-146,0
59640000,10.76,92.90917969,1031.507305,-146,0
59655000,10.77,93.00585937,1031.543164,-146,0
59670000,10.77,93.49121094,1031.496484,-146,0
59685000,10.77,93.51855469,1031.598008,-146,0
59700000,10.76,93.3828125,1031.425,-146,0
59715000,10.75,93.30078125,1031.509883,-146,0
59730000,10.75,93.51367187,1031.509883,-146,0
59745000,10.75,93.41699219,1031.482461,-146,0
59760000,10.74,93.26269531,1031.438398,-146,0
59775000,10.72,93.20019531,1031.413281,-146,0
59790000,10.72,93.10351562,1031.459922,-146,0
59805000,10.7,93.10058594,1031.407383,-146,0
59820000,10.7,93.05078125,1031.426289,-146,0
59835000,10.69,93.01953125,1031.500391,-146,0
59850000,10.68,93.11328125,1031.447812,-146,0
59865000,10.68,93.05566406,1031.475234,-146,0
59880000,10.67,93.13085938,1031.576758,-146,0
59895000,10.66,93.28515625,1031.560117,-146,0
59910000,10.66,93.42089844,1031.450469,-146,0
59925000,10.66,93.69140625,1031.532695,-146,0
59940000,10.67,93.45019531,1031.595664,-146,0
59955000,10.65,93.62890625,1031.543437,-146,0
59970000,10.65,93.47460937,1031.507539,-146,0
