76920000,13.65,59.21484375,1033.457031,-163,247
76935000,13.86,58.75097656,1033.475977,-163,255
76950000,13.73,58.25195313,1033.948164,-163,253
76965000,13.76,58.6484375,1033.750156,-163,255
76980000,13.85,58.36523438,1033.340703,-163,255
76995000,13.89,56.93261719,1033.682734,-163,239
77010000,13.93,57.83496094,1033.344414,-163,255
77025000,13.82,56.96289063,1033.602344,-163,227
77040000,13.92,58.87597656,1033.649961,-163,255
77055000,13.9,56.17578125,1033.818047,-163,255
77070000,13.84,57.28027344,1033.580469,-163,243
77085000,13.82,58.125,1033.574805,-163,197
77100000,13.77,56.5625,1033.290352,-163,255
77115000,13.85,57.00585937,1033.459375,-163,241
77130000,13.74,60.56347656,1033.818945,-163,203
77145000,13.63,57.5,1033.608438,-163,238
77160000,13.63,57.7734375,1033.544844,-163,255
77175000,13.64,56.36914062,1033.660742,-163,255
77190000,13.65,56.47851562,1033.539687,-163,255
77205000,13.77,55.87304687,1033.538281,-163,255
77220000,13.78,56.42578125,1033.343008,-163,246
77235000,13.89,56.37109375,1033.443203,-163,255
77250000,13.98,56.37207031,1033.446602,-163,241
77265000,13.99,55.85253906,1033.581953,-163,255
77280000,14.02,57.61035156,1033.686914,-163,255
77295000,14.1,58.02441406,1033.626992,-163,251
77310000,14.01,56.06054688,1033.441367,-163,255
77325000,14.02,55.50976562,1033.375273,-163,255
77340000,13.99,56.94628906,1033.278789,-163,255
77355000,14.08,59.90234375,1033.364766,-163,251
77370000,14.03,58.89257813,1033.42793,-163,249
77385000,14.11,57.6015625,1033.442227,-163,253
77400000,14.17,56.21972656,1033.412891,-163,255
