75675000,12.99,63.16015625,1033.506797,-163,255
75690000,12.96,61.90917969,1033.319297,-163,255
75705000,12.89,61.3984375,1033.560117,-163,251
75720000,12.79,61.96484375,1033.385547,-163,255
75735000,12.78,62.6875,1033.396367,-163,243
75750000,12.72,63.63085938,1033.552187,-163,243
75765000,12.68,61.10449219,1033.403125,-163,184
75780000,12.65,64.26757813,1033.784688,-163,246
75795000,12.62,62.88085938,1033.707187,-163,245
75810000,12.6,62.47753906,1033.544883,-163,153
75825000,12.61,60.79199219,1033.836523,-163,243
75840000,12.59,61.15234375,1033.445742,-163,223
75855000,12.71,62.97265625,1033.178047,-163,201
75870000,12.67,63.78222656,1033.303945,-163,249
75885000,12.68,61.09472656,1033.458086,-163,249
75900000,12.71,63.4921875,1033.508047,-163,255
75915000,12.77,60.80371094,1033.242227,-163,255
75930000,12.76,62.57714844,1033.335586,-163,241
75945000,12.71,61.71777344,1033.52707,-163,237
75960000,12.65,59.58007813,1033.262187,-163,240
75975000,12.65,60.82714844,1033.380664,-163,238
75990000,12.63,63.63867188,1033.539844,-163,255
76005000,12.61,60.87011719,1033.424062,-163,252
76020000,12.68,64.91894531,1033.485586,-163,255
76035000,12.63,61.71582031,1033.641367,-163,170
76050000,12.67,62.07421875,1033.405469,-163,253
76065000,12.64,61.93261719,1033.465508,-163,255
76080000,12.69,59.93847656,1033.35625,-163,255
76095000,12.77,60.73535156,1033.627266,-163,255
76110000,12.75,60.25195313,1033.593633,-163,255
76125000,12.79,59.35449219,1033.880625,-163,174
76140000,12.84,61.03808594,1033.771328,-163,255
76155000,12.77,60.13671875,1033.572266,-163,142
76170000,12.7,62.48144531,1033.53793,-163,236
76185000,12.64,60.796875,1033.474023,-163,127
76200000,12.6,63.16210938,1033.481445,-163,215
76215000,12.57,62.12011719,1033.467461,-163,202
76230000,12.57,65.24511719,1033.788906,-163,233
76245000,12.56,63.29394531,1033.937227,-163,255
76260000,12.59,61.68066406,1033.877227,-163,255
76275000,12.64,59.85449219,1033.583984,-163,219
76290000,12.68,59.45605469,1033.587109,-163,218
76305000,12.79,60.63964844,1033.715586,-163,255
76320000,12.85,60.17578125,1033.411016,-163,255
76335000,12.92,64.85644531,1033.409648,-163,255
76350000,12.99,63.03222656,1033.608672,-163,244
76365000,13.07,61.8671875,1033.584883,-163,255
76380000,13.15,61.79882812,1033.387773,-163,255
76395000,13.21,59.89160156,1033.864766,-163,255
76410000,13.25,60.69140625,1033.766211,-163,255
76425000,13.23,61.88671875,1033.677852,-163,250
76440000,13.11,59.69238281,1033.423125,-163,255
76455000,13.1,58.68847656,1033.24957,-163,255
76470000,13.16,58.6953125,1033.423789,-163,236
76485000,13.11,59.515625,1033.69832,-163,163
76500000,13.03,58.99316406,1033.400078,-163,234
76515000,13,60.39355469,1033.33082,-163,242
76530000,13.04,60.45800781,1033.259805,-163,209
