76725000,13.39,58.18554687,1033.567188,-163,255
76740000,13.52,58.26171875,1033.499609,-163,255
76755000,13.42,58.35644531,1033.608594,-163,255
76770000,13.41,59.56445312,1033.765625,-163,255
76785000,13.39,56.6015625,1033.732344,-163,252
76800000,13.29,56.41210938,1033.676055,-163,255
76815000,13.31,57.00390625,1033.700859,-163,187
76830000,13.38,57.96875,1033.605586,-163,255
76845000,13.49,57.32226563,1033.394648,-163,255
76860000,13.6,56.44238281,1033.475898,-163,255
76875000,13.45,58.86230469,1033.501797,-163,255
76890000,13.64,58.55371094,1033.550586,-163,255
